	NAAMES1-1_S1	NAAMES2-41_S1	NAAMES1-2_S2	NAAMES2-42_S2	NAAMES1-3_S3	NAAMES2-43_S3	NAAMES1-4_S4	NAAMES2-44_S4	NAAMES1-5_S5	NAAMES2-45_S5	NAAMES1-6_S6	NAAMES2-46_S6	NAAMES1-7_S7	NAAMES2-47_S7	NAAMES1-8_S8	NAAMES2-49_S8	NAAMES1-9_S9	NAAMES2-50_S9	NAAMES1-10_S10	NAAMES2-51_S10	NAAMES1-11_S11	NAAMES2-52_S11	NAAMES1-12_S12	NAAMES2-53_S12	NAAMES1-13_S13	NAAMES2-54_S13	NAAMES1-14_S14	NAAMES2-55_S14	NAAMES1-17_S15	NAAMES2-56_S15	NAAMES1-18_S16	NAAMES2-57_S16	NAAMES1-19_S17	NAAMES2-58_S17	NAAMES1-20_S18	NAAMES2-59_S18	NAAMES1-21_S19	NAAMES2-61_S19	NAAMES1-22_S20	NAAMES2-63_S20	NAAMES1-23_S21	NAAMES2-1_S21	NAAMES1-25_S22	NAAMES2-2_S22	NAAMES1-26_S23	NAAMES2-5_S23	NAAMES1-27_S24	NAAMES2-9_S24	NAAMES1-28_S25	NAAMES2-17_S25	NAAMES1-29_S26	NAAMES2-18_S26	NAAMES1-30_S27	NAAMES2-21_S27	NAAMES1-31_S28	NAAMES2-24_S28	NAAMES1-32_S29	NAAMES2-27_S29	NAAMES1-33_S30	NAAMES2-28_S30	NAAMES1-34_S31	NAAMES2-33_S31	NAAMES1-35_S32	NAAMES2-34_S32	NAAMES1-36_S33	NAAMES2-35_S33	NAAMES1-37_S34	NAAMES2-37_S34	NAAMES1-38_S35	NAAMES2-38_S35	NAAMES1-40_S36	NAAMES2-39_S36	NAAMES1-41_S37	NAAMES2-4_S37	NAAMES1-42_S38	NAAMES2-7_S38	NAAMES1-43_S39	NAAMES2-10_S39	NAAMES1-44_S40	NAAMES2-11_S40	NAAMES1-45_S41	NAAMES2-13_S41	NAAMES1-46_S42	NAAMES2-14_S42	NAAMES1-47_S43	NAAMES2-15_S43	NAAMES1-48_S44	NAAMES2-19_S44	NAAMES1-49_S45	NAAMES2-20_S45	NAAMES1-50_S46	NAAMES2-22_S46	NAAMES1-51_S47	NAAMES2-23_S47	NAAMES1-52_S48	NAAMES2-25_S48	NAAMES1-53_S49	NAAMES2-26_S49	NAAMES1-54_S50	NAAMES2-29_S50	NAAMES1-55_S51	NAAMES2-30_S51	NAAMES1-56_S52	NAAMES2-31_S52	NAAMES2-32_S53	NAAMES2-36_S54	NAAMES2-40_S55	NAAMES2-48_S56	NAAMES2-60_S57	NAAMES2-62_S58	NAAMES2-64_S59
N1N2_SNV277	139	0	191	0	118	0	99	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	46	0	49	0	127	0	25	0	0	0	0	0	0	0	109	0	61	0	78	0	89	0	0	0	0	0	0	0	395	0	735	0	423	0	417	0	123	0	0	0	0	0	0	0	2008	0	1142	0	707	0	766	0	359	0	0	0	17	0	0	0	0	0	0	0	0	0	0
N1N2_SNV298	149	271	129	420	178	229	178	169	185	138	0	82	0	110	0	665	0	362	0	95	0	56	0	108	0	127	0	54	0	0	0	298	0	119	0	21	0	9	0	3	0	0	34	0	23	0	21	0	211	0	30	0	0	0	0	0	0	174	332	124	127	185	261	203	178	174	0	65	0	101	0	63	21	0	18	0	19	0	99	0	13	0	0	0	0	0	0	0	146	0	61	0	31	0	73	73	0	131	0	137	0	158	0	35	0	52	0	0	0	0	0
N1N2_SNV309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	197	0	59	0	71	0	4	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	0	429	0	496	0	83	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	108	0	789	0	739	0	752	0	852	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	139	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	48	0	61	0	59	0	0	0	0	0	0	0	1876	0	1461	0	852	0	241	0	0	0	0	0	0	0	0	0	1024	0	401	0	219	0	278	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	24	0	232	0	227	0	19	0	2483	0	4	0	711	0	102	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	1538	0	192	0	148	0	265	0	92	0	884	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	60	0	50	0	0	0	0	0	0	0	542	0	876	0	550	0	520	0	0	0	0	0	0	0	0	0	1743	0	933	0	594	0	560	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV357	11	0	4	0	6	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	191	0	74	0	219	0	212	0	19	0	13	0	0	0	0	0	2698	0	19	0	210	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	1695	0	270	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23	0	0
N1N2_SNV366	87	279	68	386	97	138	80	111	103	137	0	65	0	72	0	558	0	344	0	146	0	98	0	126	0	87	0	55	0	0	0	141	0	71	0	20	0	20	0	0	0	0	27	0	18	0	28	0	111	0	0	0	0	0	0	0	0	322	109	70	50	151	125	132	70	191	32	65	0	81	0	59	0	0	19	0	33	0	80	0	22	0	0	0	0	0	0	0	67	0	42	0	25	0	43	44	32	91	0	97	0	141	0	41	0	39	0	0	0	0	0
N1N2_SNV456	0	321	0	434	0	213	0	149	0	119	0	62	0	64	0	455	0	239	0	179	0	54	0	105	0	65	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	87	0	221	0	162	0	226	0	54	0	52	0	55	137	0	256	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	55	0	91	0	118	0	32	0	72	0	0	0	0	0
N1N2_SNV467	0	121	6	220	4	188	0	94	0	127	0	115	0	258	0	117	0	289	0	168	0	131	0	183	0	122	0	106	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	110	4	128	14	222	6	288	0	185	0	155	0	123	5	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	88	0	140	0	134	0	27	0	62	0	0	0	0	0
N1N2_SNV470	0	210	0	200	51	130	64	125	78	112	0	68	0	88	0	223	0	148	0	102	0	53	0	127	0	92	0	41	0	0	0	182	0	73	0	34	0	0	0	0	0	0	0	0	20	0	0	0	79	0	0	0	0	0	0	0	0	167	127	119	0	192	0	193	48	143	0	49	0	82	0	0	15	0	0	0	37	0	62	0	10	0	0	0	0	0	0	0	67	0	49	0	32	0	57	99	0	111	0	114	0	162	0	44	0	45	0	0	0	0	0
N1N2_SNV511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102	0	26	0	322	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057	0	209	0	26	0	11	0	8	0	145	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2585	0	58	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	0	58	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV535	22	0	13	9	14	0	0	0	17	0	0	0	0	0	0	27	0	10	0	8	0	0	0	3	0	12	0	0	0	0	0	38	0	13	0	0	0	0	0	0	0	207	0	228	0	0	0	904	0	58	0	406	0	110	0	16	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	140	0	16	6	628	0	220	0	117	0	142	0	90	0	148	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	24	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	398	0	342	0	0	0	1341	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	636	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV571	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	3	0	52	0	18	0	19	0	10	0	0	0	0	0	0	144	0	147	0	4	0	878	0	64	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	500	0	37	0	42	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV577	51	21	22	7	29	13	45	8	32	7	0	6	0	11	0	21	9	0	5	0	0	0	3	0	0	4	0	5	11	0	0	13	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	2705	0	26	0	44	0	13	0	0	0	3	0	21	0	23	0	0	0	11	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	34	0	0	0	9	0	0	0	0	0	11	0	4	0	3	0	0	0	0	0
N1N2_SNV623	45	48	24	58	34	35	16	26	46	23	0	15	0	11	0	65	291	40	122	33	41	8	43	5	0	9	0	0	15	0	0	483	7	222	11	26	0	11	0	0	0	18	50	12	32	0	36	81	68	0	25	31	0	0	0	0	0	47	102	0	57	28	97	31	58	19	27	6	0	7	0	12	0	0	18	0	20	61	25	29	0	0	0	18	0	0	0	0	46	0	37	0	29	0	0	14	26	0	0	0	0	9	0	3	0	4	0	0	0	0	0
N1N2_SNV624	0	238	0	222	0	90	0	35	0	56	0	16	0	25	0	286	0	116	0	54	0	21	0	12	0	30	0	5	0	0	0	13	0	7	0	0	0	4	0	5	0	46	0	72	0	0	0	327	0	0	0	72	0	21	0	0	0	169	0	32	0	97	0	83	0	95	0	21	0	40	0	17	0	20	0	0	0	200	0	115	0	13	0	21	0	10	0	58	0	0	0	0	0	0	0	21	0	60	0	34	0	59	0	18	0	27	0	0	0	0	0
N1N2_SNV662	19	0	9	0	22	4	12	0	0	0	0	0	0	0	0	5	464	0	541	3	275	0	469	0	200	0	125	0	119	0	183	0	188	0	8	0	12	0	3	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	2	10	0	0	2	0	0	0	0	4	3	0	0	0	3	0	0	8	0	12	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV693	0	153	0	257	0	157	0	125	0	125	0	0	0	66	0	119	0	143	0	115	0	69	0	50	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	133	0	162	0	282	0	61	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	73	0	79	0	0	0	0	0	53	0	0	0	0	0
N1N2_SNV698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1022	0	0	0	28	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	0	210	0	73	0	13	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV708	17	169	0	196	21	87	0	63	19	52	0	48	0	41	0	231	19	87	0	50	0	0	0	37	0	45	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	23	0	0	123	0	0	0	0	0	115	36	88	0	119	27	119	18	93	0	43	0	52	0	29	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	0	0	39	0	62	0	61	0	83	0	24	0	29	0	0	0	0	0
N1N2_SNV739	38	75	12	131	42	76	0	70	38	44	0	24	0	38	0	107	0	137	0	35	0	17	0	33	0	10	0	42	0	0	0	94	0	49	0	10	0	11	0	0	0	0	64	0	33	0	42	0	55	0	15	0	0	0	0	0	0	43	57	26	27	27	43	54	47	61	14	32	0	15	0	26	27	0	42	0	40	0	0	0	14	0	0	0	0	0	0	0	118	0	74	0	47	0	56	24	34	32	0	34	0	13	0	5	0	0	0	0	0	0	0
N1N2_SNV740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	17	11	0	0	9	0	39	0	0	0	0	0	13	0	937	0	0	0	406	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	60	0	0	0	7	0	10	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
N1N2_SNV769	0	74	0	95	0	83	0	53	0	58	0	0	0	0	0	100	0	0	0	75	0	37	0	66	0	0	0	0	0	0	0	256	0	119	0	44	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	60	0	62	0	57	0	0	0	52	7	38	83	0	195	0	163	0	152	0	0	0	0	0	0	0	0	0	125	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV770	28	12	29	25	39	22	35	0	68	33	0	16	0	14	0	35	0	13	0	18	0	8	0	30	0	23	0	0	0	0	0	74	0	46	0	14	0	11	0	0	0	0	39	0	31	0	36	0	65	0	25	0	0	15	0	0	0	35	183	25	84	31	204	19	116	0	40	0	0	0	0	16	26	0	64	0	55	0	48	0	31	0	0	0	0	0	0	0	137	0	125	0	61	0	64	13	57	0	0	0	0	18	0	0	0	0	0	0	0	0	0
N1N2_SNV821	13	128	0	100	0	77	0	51	15	46	0	32	0	48	0	132	0	93	0	55	0	38	0	44	0	53	0	21	12	0	0	0	0	0	19	0	0	0	0	17	0	25	10	14	11	10	0	59	0	0	0	67	0	34	0	0	0	70	38	57	0	59	33	70	0	71	0	24	0	40	0	21	18	12	0	0	0	52	0	24	0	33	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	55	0	31	0	47	0	19	0	26	0	0	0	0	0
N1N2_SNV828	310	0	160	0	237	0	133	0	228	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	250	0	135	0	28	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	22	0	0	0	0	0	70	0	52	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV836	0	108	0	140	0	70	0	32	0	62	0	38	0	33	0	327	0	181	0	87	0	43	0	29	0	51	0	31	0	9	0	53	0	42	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	20	0	60	0	84	0	89	0	59	0	39	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	30	0	35	0	37	0	24	0	30	0	0	0	0	19
N1N2_SNV850	10	147	7	143	6	78	9	21	0	20	0	15	0	30	0	567	4	36	0	27	0	19	9	33	0	34	0	19	17	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	245	0	0	0	0	0	43	0	22	0	37	0	42	0	51	0	16	0	30	0	21	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	24	0	12	0	13	0	10	0	0	0	0	0
N1N2_SNV853	0	18	0	38	0	25	0	13	0	23	0	32	0	67	0	62	0	59	0	22	0	30	0	56	0	27	0	29	0	189	0	14	0	21	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	28	17	0	21	27	57	0	59	0	33	0	37	0	0	46	0	54	0	57	0	20	0	0	0	0	0	0	0	0	0	9	0	19	0	17	0	39	34	31	29	0	22	0	36	0	39	23	31	245	41	0	0	0
N1N2_SNV921	41	0	72	0	35	0	23	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	127	0	30	0	0	0	0	0	0	30	0	18	0	13	0	35	0	0	0	0	0	0	0	0	0	49	0	40	0	49	0	26	0	0	0	0	0	0	0	255	0	209	0	128	0	44	0	0	0	0	0	0	0	0	0	151	0	58	0	18	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV925	0	193	0	179	0	73	0	45	0	36	0	21	0	34	0	265	0	121	0	61	0	24	0	47	0	24	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	19	0	98	0	69	0	70	0	0	0	33	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	31	0	25	0	42	0	7	0	16	0	0	0	0	0
N1N2_SNV948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	16	0	0	0	13	0	0	0	0	0	10	0	0	0	0	0	46	0	0	0	0	11	0	27	0	20	0	0	0	520	0	0	0	89	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	398	0	170	0	70	0	40	0	107	0	30	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV959	99	27	66	70	64	45	40	31	55	0	0	0	0	0	0	97	0	135	0	0	0	0	0	0	0	37	0	0	0	0	0	56	0	37	0	0	0	0	0	0	0	0	98	0	29	0	39	0	61	0	10	6	0	0	0	0	0	0	38	0	23	17	46	0	0	0	0	0	0	0	0	0	49	0	125	0	115	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	8	0	8	14	0	14	0	0	0	0	0	0	0	13	0	0	0	0	0
N1N2_SNV962	102	0	0	0	76	0	0	0	74	0	0	0	0	0	0	0	203	0	129	0	0	0	44	0	6	0	0	0	0	0	0	202	0	111	46	0	0	0	0	0	0	62	0	107	0	0	0	95	68	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	52	0	32	0	77	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV966	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	24	0	0	0	0	34	0	594	0	0	0	84	0	119	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	29	0	265	0	104	0	0	0	0	0	0	0	26	0	0	0	135	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
N1N2_SNV968	138	0	95	0	126	0	99	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	31	0	46	0	122	0	0	0	0	0	0	0	0	0	47	0	35	0	52	0	23	0	96	0	0	0	0	0	112	0	73	0	70	0	36	0	41	0	8	0	5	0	0	0	0	0	0	0	25	0	0	0	49	0	23	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV973	10	255	9	185	21	33	9	22	0	33	0	7	0	22	0	295	0	104	0	15	0	7	0	42	0	21	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	77	5	18	0	34	5	19	0	62	0	15	0	35	0	21	13	0	29	0	13	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	23	0	20	0	0	0	23	0	0	0	0	0
N1N2_SNV988	53	62	38	71	37	0	36	0	53	0	0	0	0	0	0	110	19	26	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	36	0	0	0	441	0	0	0	139	0	0	0	0	0	32	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1016	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	86	0	93	0	24	0	300	0	0	0	254	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	4	0	183	0	82	0	36	0	61	0	24	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1087	0	121	0	223	0	0	0	0	0	58	0	0	0	0	0	263	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	105	0	0	0	84	0	67	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	62	0	0	0	0	0	0	0	0	0
N1N2_SNV1088	0	124	0	212	0	39	0	32	0	35	0	9	0	18	0	241	0	105	0	15	0	14	0	25	0	24	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	12	0	51	0	43	0	44	0	17	0	23	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	21	0	18	0	34	0	17	0	17	0	0	0	0	0
N1N2_SNV1091	0	40	0	66	0	0	0	21	0	28	0	0	0	0	0	65	0	24	0	27	0	0	0	17	0	19	0	0	0	0	0	81	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	21	0	22	0	49	0	0	0	0	0	0	0	0	119	0	208	0	147	0	144	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
N1N2_SNV1104	30	0	13	15	22	0	11	0	15	0	0	0	0	0	0	0	44	10	46	0	0	0	15	0	6	0	6	0	71	0	19	63	30	36	59	0	0	0	0	0	9	0	0	0	0	0	0	295	0	0	0	101	0	0	0	0	0	15	0	0	0	0	0	8	0	16	0	0	0	0	0	0	11	0	0	0	0	253	0	0	0	8	0	13	0	24	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
N1N2_SNV1123	146	0	113	0	135	0	87	0	117	0	0	0	0	0	4	0	101	4	32	0	15	0	13	0	0	0	0	0	17	0	0	17	4	0	14	0	0	0	3	0	0	0	14	0	14	0	9	98	0	0	0	23	0	19	0	17	0	0	18	0	9	0	17	0	11	0	0	0	0	0	0	0	0	0	13	18	0	56	5	32	0	9	0	0	0	33	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
N1N2_SNV1150	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	24	0	277	0	174	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	194	0	63	0	0	0	0	0	0	0	133	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	250	0	124	0	52	0	15	0	32	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	12	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	19	0	71	0	85	0	29	0	152	0	0	0	164	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	32	0	95	0	67	0	52	0	66	0	62	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	9	0	0	0	345	0	60	0	96	0	28	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	77	0	59	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1224	0	0	33	46	0	0	0	0	0	0	0	0	0	0	6	110	43	58	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	182	0	29	6	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	92	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1N2_SNV1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	504	0	0	0	122	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
